3527,17:10:00,17:46:00,17:47:00,18:46:00
3525,17:15:00,17:37:00,17:38:00,18:24:00
3227,17:45:00,18:21:00,18:22:00,19:09:00
3422,17:47:00,18:37:00,18:38:00,19:14:00
3226,17:48:00,18:45:00,18:46:00,19:22:00
3522,18:00:00,19:03:00,19:04:00,19:40:00
3524,18:23:00,19:26:00,19:27:00,20:03:00
3526,18:35:00,19:38:00,19:39:00,20:15:00
3528,19:05:00,20:08:00,20:09:00,20:45:00
3228,19:16:00,20:01:00,20:10:00,20:46:00
9401,04:51:00,05:52:00
9001,04:54:00,05:42:00
9403,04:58:00,06:03:00
9501,05:01:00,05:51:00
9405,05:08:00,06:09:00
9003,05:14:00,06:02:00
9407,05:18:00,06:23:00
9409,05:28:00,06:29:00
9005,05:34:00,06:22:00
9503,05:34:00,06:24:00
9411,05:38:00,06:43:00
9505,05:44:00,06:34:00
9413,05:48:00,06:49:00
9002,05:54:00,06:38:00
9007,05:54:00,06:42:00
9507,05:54:00,06:44:00
9415,05:58:00,07:03:00
9402,06:00:00,07:03:00
9509,06:04:00,06:54:00
9417,06:08:00,07:09:00
9404,06:10:00,07:09:00
9004,06:14:00,06:58:00
9009,06:14:00,07:02:00
9511,06:14:00,07:04:00
9419,06:18:00,07:23:00
9406,06:20:00,07:23:00
9513,06:24:00,07:14:00
9408,06:30:00,07:28:00
9502,06:31:00,07:22:00
9006,06:34:00,07:18:00
9011,06:34:00,07:22:00
9515,06:34:00,07:24:00
9421,06:38:00,07:39:00
9410,06:40:00,07:43:00
9504,06:41:00,07:32:00
9517,06:44:00,07:34:00
9412,06:50:00,07:49:00
9506,06:51:00,07:42:00
9008,06:54:00,07:38:00
9013,06:54:00,07:42:00
9519,06:54:00,07:44:00
9423,06:58:00,08:03:00
9414,07:00:00,08:03:00
9508,07:01:00,07:52:00
9521,07:04:00,07:54:00
9416,07:10:00,08:09:00
9510,07:11:00,08:02:00
9010,07:14:00,07:58:00
9015,07:14:00,08:02:00
9523,07:14:00,08:04:00
9425,07:18:00,08:19:00
9418,07:20:00,08:23:00
9512,07:21:00,08:12:00
9420,07:30:00,08:29:00
9514,07:31:00,08:22:00
9012,07:34:00,08:18:00
9017,07:34:00,08:22:00
9525,07:35:00,08:25:00
9427,07:38:00,08:43:00
9516,07:41:00,08:32:00
9422,07:50:00,08:53:00
9518,07:51:00,08:42:00
9014,07:54:00,08:38:00
9019,07:54:00,08:42:00
9527,07:55:00,08:45:00
9429,07:58:00,09:03:00
9520,08:01:00,08:52:00
9424,08:10:00,09:09:00
9522,08:11:00,09:02:00
9016,08:14:00,08:58:00
9529,08:15:00,09:05:00
9431,08:18:00,09:23:00
9426,08:30:00,09:33:00
9524,08:31:00,09:22:00
9018,08:34:00,09:18:00
9021,08:34:00,09:22:00
9531,08:35:00,09:25:00
9433,08:38:00,09:43:00
9428,08:50:00,09:53:00
9526,08:51:00,09:42:00
9020,08:54:00,09:38:00
9533,08:55:00,09:45:00
9435,08:58:00,10:03:00
9430,09:10:00,10:13:00
9528,09:11:00,10:02:00
9023,09:14:00,10:02:00
9535,09:14:00,10:04:00
9437,09:18:00,10:23:00
9432,09:30:00,10:33:00
9530,09:31:00,10:22:00
9022,09:34:00,10:18:00
9537,09:34:00,10:24:00
9439,09:38:00,10:43:00
9434,09:50:00,10:53:00
9532,09:51:00,10:42:00
9025,09:54:00,10:42:00
9539,09:54:00,10:44:00
9441,09:58:00,11:03:00
9436,10:10:00,11:13:00
9534,10:11:00,11:02:00
9024,10:14:00,10:58:00
9541,10:14:00,11:04:00
9443,10:18:00,11:23:00
9438,10:30:00,11:33:00
9536,10:31:00,11:22:00
9027,10:34:00,11:22:00
9543,10:34:00,11:24:00
9445,10:38:00,11:43:00
9440,10:50:00,11:53:00
9538,10:51:00,11:42:00
9026,10:54:00,11:38:00
9545,10:54:00,11:44:00
9447,10:58:00,12:03:00
9442,11:10:00,12:13:00
9540,11:11:00,12:02:00
9029,11:14:00,12:02:00
9547,11:14:00,12:04:00
9449,11:18:00,12:23:00
9444,11:30:00,12:33:00
9542,11:31:00,12:22:00
9028,11:34:00,12:18:00
9549,11:34:00,12:24:00
9451,11:38:00,12:43:00
9446,11:50:00,12:53:00
9544,11:51:00,12:42:00
9031,11:54:00,12:42:00
9551,11:54:00,12:44:00
9453,11:58:00,13:03:00
9448,12:10:00,13:13:00
9546,12:11:00,13:02:00
9030,12:14:00,12:58:00
9553,12:14:00,13:04:00
9455,12:18:00,13:23:00
9450,12:30:00,13:33:00
9548,12:31:00,13:22:00
9033,12:34:00,13:22:00
9555,12:34:00,13:24:00
9457,12:38:00,13:43:00
9452,12:50:00,13:53:00
9550,12:51:00,13:42:00
9032,12:54:00,13:38:00
9557,12:54:00,13:44:00
9459,12:58:00,14:03:00
9454,13:10:00,14:13:00
9552,13:11:00,14:02:00
9035,13:14:00,14:02:00
9559,13:14:00,14:04:00
9461,13:18:00,14:23:00
9456,13:30:00,14:33:00
9554,13:31:00,14:22:00
9034,13:34:00,14:18:00
9561,13:34:00,14:24:00
9463,13:38:00,14:43:00
9563,13:43:00,14:33:00
9458,13:50:00,14:53:00
9556,13:51:00,14:42:00
9565,13:53:00,14:43:00
9037,13:54:00,14:42:00
9465,13:58:00,15:03:00
9567,14:03:00,14:53:00
9460,14:10:00,15:13:00
9558,14:11:00,15:02:00
9036,14:14:00,14:58:00
9467,14:18:00,15:23:00
9569,14:23:00,15:13:00
9462,14:30:00,15:33:00
9560,14:31:00,15:22:00
9039,14:34:00,15:22:00
9469,14:38:00,15:43:00
9571,14:43:00,15:33:00
9471,14:48:00,15:53:00
9464,14:50:00,15:53:00
9562,14:51:00,15:42:00
9038,14:54:00,15:38:00
9473,14:58:00,16:03:00
9564,15:01:00,15:52:00
9573,15:03:00,15:53:00
9475,15:08:00,16:13:00
9466,15:10:00,16:13:00
9566,15:11:00,16:02:00
9575,15:13:00,16:03:00
9041,15:14:00,16:02:00
9477,15:18:00,16:23:00
9568,15:21:00,16:12:00
9577,15:23:00,16:13:00
9468,15:30:00,16:33:00
9579,15:33:00,16:23:00
9040,15:34:00,16:18:00
9043,15:34:00,16:22:00
9479,15:38:00,16:43:00
9570,15:41:00,16:32:00
9581,15:43:00,16:33:00
9470,15:50:00,16:53:00
9583,15:53:00,16:43:00
9045,15:54:00,16:42:00
9481,15:58:00,17:03:00
9472,16:00:00,17:03:00
9572,16:01:00,16:52:00
9585,16:03:00,16:53:00
9483,16:08:00,17:09:00
9474,16:10:00,17:13:00
9574,16:11:00,17:02:00
9587,16:13:00,17:03:00
9042,16:14:00,16:58:00
9047,16:14:00,17:02:00
9485,16:18:00,17:23:00
9476,16:20:00,17:23:00
9576,16:21:00,17:12:00
9589,16:23:00,17:13:00
9487,16:28:00,17:29:00
9478,16:30:00,17:33:00
9578,16:31:00,17:22:00
9044,16:33:00,17:17:00
9591,16:33:00,17:23:00
9049,16:34:00,17:22:00
9489,16:38:00,17:43:00
9580,16:41:00,17:32:00
9593,16:43:00,17:33:00
9491,16:48:00,17:49:00
9480,16:50:00,17:49:00
9582,16:51:00,17:42:00
9595,16:53:00,17:43:00
9046,16:54:00,17:38:00
9051,16:54:00,17:42:00
9493,16:58:00,18:03:00
9584,17:01:00,17:52:00
9597,17:03:00,17:53:00
9495,17:08:00,18:09:00
9482,17:10:00,18:09:00
9586,17:11:00,18:02:00
9048,17:14:00,17:58:00
9053,17:14:00,18:02:00
9484,17:20:00,18:23:00
9588,17:21:00,18:12:00
9497,17:28:00,18:29:00
9486,17:30:00,18:29:00
9590,17:31:00,18:22:00
9050,17:34:00,18:18:00
9055,17:34:00,18:22:00
9901,17:38:00,18:43:00
9488,17:40:00,18:43:00
9592,17:41:00,18:32:00
9903,17:48:00,18:49:00
9490,17:50:00,18:49:00
9594,17:51:00,18:42:00
9052,17:54:00,18:38:00
9057,17:54:00,18:42:00
9492,18:00:00,19:03:00
9596,18:01:00,18:52:00
9494,18:10:00,19:13:00
9598,18:11:00,19:02:00
9054,18:14:00,18:58:00
9496,18:20:00,19:23:00
9056,18:34:00,19:18:00
9498,18:40:00,19:43:00
9058,18:54:00,19:38:00
9902,19:00:00,20:03:00
9904,19:20:00,20:23:00
